,,JFM,FMA,MAM,AMJ,MJJ,JJA,JAS,ASO,SON,OND,NDJ,DJF
ECMWF-SEAS5.1,lead3,0.15478260869565216,0.33043478260869563,0.29478260869565215,-0.2573913043478261,0.06521739130434782,0.08,0.1408695652173913,0.15217391304347827,0.0026086956521739132,0.3182608695652174,0.27043478260869563,0.4121739130434783
ECMWF-SEAS5.1,lead2,0.1617391304347826,0.577391304347826,0.14173913043478262,-0.029565217391304348,0.05478260869565217,-0.1973913043478261,-0.011304347826086957,-0.0052173913043478265,0.24956521739130436,0.20521739130434782,0.6356521739130435,0.2791304347826087
ECMWF-SEAS5.1,lead1,0.6434782608695652,0.22260869565217392,0.3869565217391304,-0.14,-0.08956521739130435,-0.021739130434782608,-0.09565217391304348,-0.10695652173913044,0.04695652173913043,0.5269565217391304,0.5826086956521739,0.09739130434782609
Météo France-System 8,lead3,-0.023478260869565216,-0.026956521739130435,-0.04869565217391304,0.16956521739130434,0.07739130434782608,-0.03739130434782609,-0.02,0.13826086956521738,0.07391304347826087,-0.0034782608695652175,0.06347826086956522,0.19652173913043477
Météo France-System 8,lead2,-0.22869565217391305,-0.33217391304347826,0.45565217391304347,0.17739130434782607,0.3939130434782609,0.23391304347826086,0.24869565217391304,0.26608695652173914,0.0034782608695652175,0.07130434782608695,0.48695652173913045,0.12
Météo France-System 8,lead1,0.07652173913043478,0.4295652173913043,0.4339130434782609,0.06260869565217392,0.2391304347826087,-0.0808695652173913,-0.11391304347826087,0.12956521739130436,0.010434782608695653,0.5252173913043479,0.21217391304347827,-0.06086956521739131
Met Office-GloSea6.2,lead3,-0.051304347826086956,-0.12521739130434784,0.31565217391304345,0.15118577075098813,0.06869565217391305,0.20695652173913043,0.13217391304347825,-0.0808695652173913,0.13391304347826086,0.3382608695652174,-0.025217391304347827,-0.11217391304347826
Met Office-GloSea6.2,lead2,-0.0782608695652174,-0.00608695652173913,0.3191699604743083,-0.09565217391304348,0.02434782608695652,0.16608695652173913,-0.03217391304347826,0.12434782608695652,-0.009565217391304347,0.004347826086956522,0.04521739130434783,0.08521739130434783
Met Office-GloSea6.2,lead1,-0.13652173913043478,0.13339920948616601,0.43043478260869567,0.09130434782608696,0.22608695652173913,0.2634782608695652,0.03304347826086956,-0.2373913043478261,0.23391304347826086,0.08260869565217391,0.3652173913043478,0.09565217391304348
DWD-GCFS2.1,lead3,0.24347826086956523,-0.04695652173913043,0.3834782608695652,0.06173913043478261,0.3165217391304348,-0.21478260869565216,0.08260869565217391,0.14608695652173914,0.29478260869565215,-0.03130434782608696,0.2573913043478261,-0.08434782608695653
DWD-GCFS2.1,lead2,0.035652173913043476,0.2591304347826087,0.5260869565217391,0.05217391304347826,-0.023478260869565216,0.042608695652173914,0.05217391304347826,0.034782608695652174,0.2617391304347826,0.10956521739130434,0.10173913043478261,0.10521739130434783
DWD-GCFS2.1,lead1,0.4426086956521739,0.2843478260869565,0.23478260869565218,-0.0408695652173913,0.23652173913043478,-0.006956521739130435,0.09043478260869565,0.19478260869565217,0.02,0.26260869565217393,0.20956521739130435,0.05304347826086957
CMCC-SPSv3.5,lead3,-0.01652173913043478,-0.18347826086956523,0.34695652173913044,0.09739130434782609,0.09043478260869565,0.22956521739130434,0.26956521739130435,0.24,0.18347826086956523,0.2373913043478261,0.2643478260869565,0.10173913043478261
CMCC-SPSv3.5,lead2,-0.3243478260869565,0.20173913043478262,0.5617391304347826,0.018260869565217393,0.2234782608695652,0.4991304347826087,0.11217391304347826,0.30521739130434783,0.1426086956521739,0.09652173913043478,0.38,0.009565217391304347
CMCC-SPSv3.5,lead1,0.29739130434782607,0.3,0.28,0.07217391304347825,0.30869565217391304,0.17565217391304347,0.0026086956521739132,0.050434782608695654,-0.18869565217391304,0.16434782608695653,0.4121739130434783,-0.18956521739130436
NCEP-CFSv2,lead3,-0.11565217391304349,-0.29304347826086957,0.23304347826086957,0.3278260869565217,0.15478260869565216,0.1991304347826087,0.16869565217391305,0.1973913043478261,0.0017391304347826088,0.4182608695652174,0.29043478260869565,0.13043478260869565
NCEP-CFSv2,lead2,-0.30782608695652175,-0.017391304347826087,0.331304347826087,0.08869565217391304,-0.2634782608695652,0.03130434782608696,0.18695652173913044,0.30521739130434783,0.20956521739130435,0.24521739130434783,0.4895652173913044,0.04695652173913043
NCEP-CFSv2,lead1,0.014782608695652174,0.22869565217391305,0.3347826086956522,0.04608695652173913,0.27652173913043476,0.17130434782608694,0.04695652173913043,0.12956521739130436,0.2008695652173913,0.3973913043478261,0.5043478260869565,-0.1782608695652174
JMA-CPS3,lead3,0.3773913043478261,0.40347826086956523,0.17565217391304347,0.006956521739130435,-0.019130434782608695,0.05478260869565217,0.1373913043478261,0.12782608695652173,0.4043478260869565,0.23043478260869565,0.22869565217391305,0.331304347826087
JMA-CPS3,lead2,0.11304347826086956,0.23565217391304347,0.4573913043478261,0.10434782608695652,-0.20521739130434782,-0.10347826086956521,-0.16782608695652174,0.035652173913043476,-0.22869565217391305,0.10521739130434783,0.3617391304347826,0.3634782608695652
JMA-CPS3,lead1,0.21217391304347827,0.1591304347826087,0.2,0.33304347826086955,-0.06260869565217392,-0.12434782608695652,0.03739130434782609,0.025217391304347827,-0.24,0.31043478260869567,0.1973913043478261,-0.20869565217391303
ECCC-GEM5-NEMO,lead3,0.13130434782608696,0.32521739130434785,0.18869565217391304,-0.0791304347826087,0.2808695652173913,-0.011304347826086957,-0.17217391304347826,0.03391304347826087,0.2808695652173913,0.4008695652173913,0.2530434782608696,0.06173913043478261
ECCC-GEM5-NEMO,lead2,-0.030434782608695653,0.20695652173913043,0.03739130434782609,-0.17739130434782607,0.05304347826086957,-0.04608695652173913,0.028695652173913042,0.025217391304347827,0.01652173913043478,0.17130434782608694,0.029565217391304348,-0.03391304347826087
ECCC-GEM5-NEMO,lead1,0.25565217391304346,-0.01391304347826087,0.2991304347826087,0.051304347826086956,0.17478260869565218,-0.14695652173913043,0.20434782608695654,-0.14521739130434783,0.12434782608695652,0.058260869565217394,0.02,-0.10695652173913044
